Work Order Number,Customer Number,Name,Address,City,State,OrderDate,DayOfWeek,Latitude,Longitude,Rt,Food Pallets,Pet Food Pallets,Chemical Pallets,Total Pallets,Seq
901102,051,Customer 051,5948 Main Street,Queens,NY,03/27/2026,Friday,40.60737229758411,-73.75316746816085,1,0.93,0.0,0.0,0.93,1
901103,064,Customer 064,1385 Main Street,Brooklyn,NY,03/27/2026,Friday,40.67139788117989,-73.9340888408256,23,1.6,0.23,0.0,1.83,1
901104,068,Customer 068,2425 Main Street,Brooklyn,NY,03/27/2026,Friday,40.63036297971589,-74.08136228889674,17,1.0,0.11,0.0,1.11,1
901106,083,Customer 083,8972 Main Street,Brooklyn,NY,03/27/2026,Friday,40.63287188101084,-74.16028394578468,16,3.66,0.35,0.0,4.01,1
901130,091,Customer 091,5905 Main Street,Queens,NY,03/30/2026,Monday,40.69772873982824,-73.8341823153853,45,0.9,0.0,0.0,0.9,1
901107,001,Customer 001,1889 Main Street,Bronx,NY,03/30/2026,Monday,40.82393494763585,-73.90903906592717,45,4.42,0.0,0.0,4.42,2
901108,003,Customer 003,8861 Main Street,Bronx,NY,03/30/2026,Monday,40.86555164559,-73.88702973397817,19,9.87,0.0,0.0,9.87,1
901109,005,Customer 005,6347 Main Street,Queens,NY,03/30/2026,Monday,40.69747391202919,-73.82905390354207,25,2.82,0.11,0.0,2.93,1
901110,010,Customer 010,8993 Main Street,Brooklyn,NY,03/30/2026,Monday,40.65654070000209,-73.91897014191731,6,0.55,0.0,0.0,0.55,1
901125,059,Customer 059,5485 Main Street,Brooklyn,NY,03/30/2026,Monday,40.67755950741335,-73.91187495774679,6,0.44,0.15,0.0,0.59,2
901111,015,Customer 015,302 Main Street,Bronx,NY,03/30/2026,Monday,40.82239448550935,-73.91429829435131,21,0.46,0.0,0.0,0.46,1
901112,016,Customer 016,3029 Main Street,Bronx,NY,03/30/2026,Monday,40.854973107257365,-73.86437656576189,21,0.55,0.0,0.0,0.55,2
901113,018,Customer 018,9219 Main Street,Bronx,NY,03/30/2026,Monday,40.84297611177931,-73.84592385676613,31,3.36,0.0,0.0,3.36,1
901114,020,Customer 020,5245 Main Street,Queens,NY,03/30/2026,Monday,40.70811449489744,-73.79898444261066,32,0.62,0.0,0.0,0.62,1
901115,021,Customer 021,4352 Main Street,Brooklyn,NY,03/30/2026,Monday,40.68093339365346,-73.94670663597643,18,1.36,0.0,0.0,1.36,1
901116,022,Customer 022,912 Main Street,Queens,NY,03/30/2026,Monday,40.70649711069442,-73.756756602347,2,0.51,0.0,0.0,0.51,1
901124,056,Customer 056,7838 Main Street,Queens,NY,03/30/2026,Monday,40.7572560717902,-73.91514119505781,2,0.68,0.0,0.0,0.68,2
901117,027,Customer 027,4344 Main Street,Brooklyn,NY,03/30/2026,Monday,40.687360434885576,-73.98066195659537,9,0.58,0.0,0.0,0.58,1
901122,052,Customer 052,1385 Main Street,Bronx,NY,03/30/2026,Monday,40.84586642009279,-73.89820757611032,14,1.52,0.0,0.0,1.52,1
901118,029,Customer 029,832 Main Street,Bronx,NY,03/30/2026,Monday,40.853619797063494,-73.90831990645347,14,2.14,0.0,0.0,2.14,2
901127,067,Customer 067,3874 Main Street,Bronx,NY,03/30/2026,Monday,40.86604266971237,-73.92623623009767,14,0.66,0.0,0.0,0.66,3
901119,033,Customer 033,6184 Main Street,Bronx,NY,03/30/2026,Monday,40.88677507240233,-73.85199192252,7,0.87,0.0,0.0,0.87,1
901120,034,Customer 034,4738 Main Street,Manhattan,NY,03/30/2026,Monday,40.768896755175966,-73.95610818925888,3,1.68,0.35,0.07,2.1,1
901121,046,Customer 046,8468 Main Street,Manhattan,NY,03/30/2026,Monday,40.773204917119784,-73.95678092820883,3,1.01,0.0,0.0,1.01,2
901123,053,Customer 053,9511 Main Street,Queens,NY,03/30/2026,Monday,40.7618627220245,-73.88916852512102,5,2.59,0.0,0.0,2.59,1
901126,066,Customer 066,5866 Main Street,Brooklyn,NY,03/30/2026,Monday,40.66065294279969,-73.87876303673895,1,0.84,0.1,0.0,0.94,1
901128,070,Customer 070,6778 Main Street,Brooklyn,NY,03/30/2026,Monday,40.67439672491399,-73.9226282137167,11,0.91,0.0,0.0,0.91,1
901129,084,Customer 084,7798 Main Street,Brooklyn,NY,03/30/2026,Monday,40.66480658774192,-73.9572281363883,15,0.49,0.23,0.0,0.72,1
901131,094,Customer 094,5615 Main Street,Queens,NY,03/30/2026,Monday,40.69384632036886,-73.84342565090739,37,3.89,0.0,0.0,3.89,1
901132,095,Customer 095,5915 Main Street,Queens,NY,03/30/2026,Monday,40.68727132626413,-73.82300862324279,38,4.79,0.0,0.25,5.04,1
901133,002,Customer 002,7916 Main Street,Queens,NY,03/31/2026,Tuesday,40.70595191172637,-73.75457110312014,25,0.69,0.05,0.0,0.74,1
901134,010,Customer 010,5350 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.65654070000209,-73.91897014191731,6,0.53,0.0,0.0,0.53,1
901135,011,Customer 011,1687 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.652082455862505,-73.92481650340132,18,1.61,0.0,0.0,1.61,1
901136,013,Customer 013,8426 Main Street,New York,NY,03/31/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.53,0.0,0.0,0.53,1
901139,029,Customer 029,8434 Main Street,Bronx,NY,03/31/2026,Tuesday,40.853619797063494,-73.90831990645347,14,1.99,0.0,0.0,1.99,2
901146,067,Customer 067,1202 Main Street,Bronx,NY,03/31/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.93,0.0,0.25,1.18,3
901140,041,Customer 041,1895 Main Street,New York,NY,03/31/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.52,0.0,0.0,0.52,1
901137,015,Customer 015,2446 Main Street,Bronx,NY,03/31/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.47,0.0,0.0,0.47,2
901138,028,Customer 028,1838 Main Street,Queens,NY,03/31/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.44,0.0,0.0,0.44,1
901143,056,Customer 056,5302 Main Street,Queens,NY,03/31/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.79,0.0,0.0,0.79,2
901141,044,Customer 044,2341 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.6,0.0,0.0,0.6,1
901142,047,Customer 047,1318 Main Street,Manhattan,NY,03/31/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.48,0.35,0.0,0.83,1
901145,063,Customer 063,8238 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.49,0.0,0.0,2.49,1
901144,062,Customer 062,3707 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.689239848977614,-73.91777406506378,10,1.9,0.0,0.0,1.9,2
901147,072,Customer 072,5813 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.65171110205392,-73.9191771105472,9,0.54,0.0,0.0,0.54,1
901148,077,Customer 077,6525 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.68010726771517,-73.91396093950846,23,0.84,0.18,0.0,1.02,1
901149,081,Customer 081,6974 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.31,0.0,0.0,1.31,1
901150,083,Customer 083,5324 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.63287188101084,-74.16028394578468,16,4.04,0.0,0.0,4.04,1
901151,084,Customer 084,8025 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.54,0.23,0.0,0.77,1
901152,087,Customer 087,3624 Main Street,Brooklyn,NY,03/31/2026,Tuesday,40.66150707860249,-73.87346498223229,99,9.75,0.35,0.0,10.1,1
901153,089,Customer 089,5303 Main Street,Bronx,NY,03/31/2026,Tuesday,40.830728643622344,-73.89126472129591,33,5.63,0.0,0.0,5.63,1
901154,012,Customer 012,6312 Main Street,Brooklyn,NY,04/01/2026,Wednesday,40.636920669008184,-74.1652722110478,16,0.52,0.0,0.25,0.77,1
901155,014,Customer 014,906 Main Street,Manhattan,NY,04/01/2026,Wednesday,40.76099884306126,-73.94084004193822,5,0.71,0.0,0.0,0.71,1
901164,041,Customer 041,382 Main Street,New York,NY,04/01/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.6,0.0,0.0,0.6,1
901156,015,Customer 015,8876 Main Street,Bronx,NY,04/01/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.48,0.0,0.0,0.48,2
901162,032,Customer 032,5403 Main Street,Bronx,NY,04/01/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.49,0.0,0.0,0.49,3
901157,018,Customer 018,9159 Main Street,Bronx,NY,04/01/2026,Wednesday,40.84297611177931,-73.84592385676613,31,3.59,0.0,0.0,3.59,1
901158,019,Customer 019,8727 Main Street,Manhattan,NY,04/01/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.95,0.35,0.25,1.55,1
901159,021,Customer 021,3868 Main Street,Brooklyn,NY,04/01/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.39,0.0,0.0,1.39,1
901160,025,Customer 025,4523 Main Street,Brooklyn,NY,04/01/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.76,0.0,0.0,0.76,1
901161,026,Customer 026,6905 Main Street,Queens,NY,04/01/2026,Wednesday,40.67584687606802,-73.85557337127459,73,3.12,0.0,0.0,3.12,1
901163,038,Customer 038,3741 Main Street,Manhattan,NY,04/01/2026,Wednesday,40.717842608430665,-73.9892410907712,3,0.77,0.0,0.0,0.77,1
901165,055,Customer 055,3502 Main Street,Queens,NY,04/01/2026,Wednesday,40.69661296220641,-73.82879015350318,25,7.31,0.03,0.0,7.34,1
901166,057,Customer 057,7858 Main Street,Bronx,NY,04/01/2026,Wednesday,40.81995444568525,-73.89158623543398,70,0.46,0.27,0.0,0.73,1
901170,082,Customer 082,6950 Main Street,Bronx,NY,04/01/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.92,0.0,0.0,0.92,2
901169,079,Customer 079,739 Main Street,Brooklyn,NY,04/01/2026,Wednesday,40.65822719611959,-73.92944076589842,24,1.56,0.12,0.0,1.68,1
901167,060,Customer 060,5635 Main Street,Brooklyn,NY,04/01/2026,Wednesday,40.676333247614394,-73.88613509640518,24,0.65,0.12,0.0,0.77,2
901168,067,Customer 067,3962 Main Street,Bronx,NY,04/01/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.83,0.0,0.0,0.83,1
901171,085,Customer 085,8660 Main Street,Brooklyn,NY,04/01/2026,Wednesday,40.6758490834141,-73.87795663986044,11,0.77,0.14,0.0,0.91,1
901172,086,Customer 086,4854 Main Street,Bronx,NY,04/01/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.93,0.0,0.0,0.93,1
901173,092,Customer 092,2317 Main Street,Brooklyn,NY,04/01/2026,Wednesday,40.63740290973405,-73.92010562279191,35,4.24,0.0,0.0,4.24,1
901178,035,Customer 035,2344 Main Street,Queens,NY,04/02/2026,Thursday,40.594970715995146,-73.77416307485291,1,0.52,0.35,0.0,0.87,1
901174,009,Customer 009,9261 Main Street,Queens,NY,04/02/2026,Thursday,40.600009486593315,-73.74405287870175,1,0.54,0.0,0.25,0.79,2
901182,043,Customer 043,4204 Main Street,Queens,NY,04/02/2026,Thursday,40.68152075934443,-73.85443641970784,1,0.59,0.1,0.0,0.69,3
901175,012,Customer 012,7082 Main Street,Brooklyn,NY,04/02/2026,Thursday,40.636920669008184,-74.1652722110478,16,0.44,0.0,0.0,0.44,1
901176,018,Customer 018,3646 Main Street,Bronx,NY,04/02/2026,Thursday,40.84297611177931,-73.84592385676613,31,4.51,0.35,0.0,4.86,1
901177,023,Customer 023,9802 Main Street,Queens,NY,04/02/2026,Thursday,40.76091447600587,-73.88181045003793,5,1.26,0.0,0.06,1.32,1
901180,040,Customer 040,5293 Main Street,Queens,NY,04/02/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.56,0.0,0.0,0.56,2
901179,039,Customer 039,6281 Main Street,Bronx,NY,04/02/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.57,0.0,0.0,0.57,1
901181,042,Customer 042,4650 Main Street,Brooklyn,NY,04/02/2026,Thursday,40.63208584532311,-73.96647452968952,9,2.53,0.2,0.0,2.73,1
901183,049,Customer 049,9271 Main Street,Bronx,NY,04/02/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.55,0.0,0.0,0.55,1
901184,050,Customer 050,274 Main Street,Bronx,NY,04/02/2026,Thursday,40.88504380789946,-73.85462851943738,7,1.18,0.0,0.0,1.18,2
901185,056,Customer 056,4573 Main Street,Queens,NY,04/02/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.96,0.0,0.25,1.21,1
901186,078,Customer 078,2056 Main Street,Manhattan,NY,04/02/2026,Thursday,40.76169824334662,-73.94957140792144,21,0.77,0.09,0.0,0.86,1
901187,086,Customer 086,5285 Main Street,Bronx,NY,04/02/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.63,0.0,0.0,0.63,1
901188,090,Customer 090,6921 Main Street,Queens,NY,04/02/2026,Thursday,40.66953057344241,-73.7824756165742,34,5.87,0.35,0.0,6.22,1
901189,093,Customer 093,1475 Main Street,Queens,NY,04/02/2026,Thursday,40.692614111895054,-73.84437929166077,36,5.01,0.0,0.0,5.01,1
901190,004,Customer 004,9284 Main Street,New York,NY,04/03/2026,Friday,40.81882756334608,-73.93725056647254,20,4.93,0.0,0.0,4.93,1
901191,005,Customer 005,9376 Main Street,Queens,NY,04/03/2026,Friday,40.69747391202919,-73.82905390354207,25,2.55,0.11,0.0,2.66,1
901202,065,Customer 065,2787 Main Street,Manhattan,NY,04/03/2026,Friday,40.76900862942308,-73.96497922070525,4,0.58,0.09,0.01,0.68,1
901192,006,Customer 006,1515 Main Street,Manhattan,NY,04/03/2026,Friday,40.80740818873632,-73.96565982955099,4,0.66,0.0,0.0,0.66,2
901200,061,Customer 061,6672 Main Street,Brooklyn,NY,04/03/2026,Friday,40.598422117306654,-73.94163633556525,15,1.0,0.0,0.0,1.0,1
901193,007,Customer 007,271 Main Street,Brooklyn,NY,04/03/2026,Friday,40.63116428754058,-73.96665280296365,15,3.66,0.0,0.0,3.66,2
901194,008,Customer 008,4142 Main Street,Bronx,NY,04/03/2026,Friday,40.81813101864817,-73.90411620231987,70,1.32,0.35,0.0,1.67,1
901195,017,Customer 017,3184 Main Street,Brooklyn,NY,04/03/2026,Friday,40.68918573963909,-73.95966142657014,30,1.46,0.0,0.0,1.46,1
901196,031,Customer 031,7208 Main Street,Bronx,NY,04/03/2026,Friday,40.85734534786821,-73.89474039555732,22,2.38,0.0,0.03,2.41,1
901197,037,Customer 037,3552 Main Street,Brooklyn,NY,04/03/2026,Friday,40.6314761543859,-73.98026120703442,8,0.67,0.0,0.0,0.67,1
901205,073,Customer 073,2919 Main Street,Brooklyn,NY,04/03/2026,Friday,40.65052535821618,-73.96218340829046,8,0.72,0.08,0.0,0.8,2
901198,051,Customer 051,5583 Main Street,Queens,NY,04/03/2026,Friday,40.60737229758411,-73.75316746816085,1,0.91,0.35,0.0,1.26,1
901207,076,Customer 076,2710 Main Street,Brooklyn,NY,04/03/2026,Friday,40.681777334052896,-73.87899490500013,10,0.58,0.12,0.25,0.95,1
901199,054,Customer 054,456 Main Street,Manhattan,NY,04/03/2026,Friday,40.70449809311375,-73.95658499114683,10,0.48,0.0,0.0,0.48,2
901201,064,Customer 064,6997 Main Street,Brooklyn,NY,04/03/2026,Friday,40.67139788117989,-73.9340888408256,23,1.86,0.22,0.0,2.08,1
901203,068,Customer 068,9405 Main Street,Brooklyn,NY,04/03/2026,Friday,40.63036297971589,-74.08136228889674,17,1.09,0.17,0.0,1.26,1
901204,071,Customer 071,2417 Main Street,Manhattan,NY,04/03/2026,Friday,40.74827382831262,-73.98413653314174,3,0.62,0.0,0.02,0.64,1
901206,074,Customer 074,1577 Main Street,Bronx,NY,04/03/2026,Friday,40.87654063424415,-73.86675762676278,71,1.92,0.03,0.0,1.95,1
901208,080,Customer 080,4077 Main Street,Queens,NY,04/03/2026,Friday,40.67620628689007,-73.74285399139629,2,0.79,0.0,0.0,0.79,1
901209,083,Customer 083,4739 Main Street,Brooklyn,NY,04/03/2026,Friday,40.63287188101084,-74.16028394578468,16,4.21,0.0,0.0,4.21,1
901210,088,Customer 088,3732 Main Street,Bronx,NY,04/03/2026,Friday,40.85920015425595,-73.90056567901365,31,5.4,0.0,0.0,5.4,1
901211,094,Customer 094,3869 Main Street,Queens,NY,04/03/2026,Friday,40.69384632036886,-73.84342565090739,37,4.46,0.0,0.25,4.71,1
901231,091,Customer 091,5266 Main Street,Queens,NY,04/06/2026,Monday,40.69772873982824,-73.8341823153853,45,0.94,0.0,0.0,0.94,1
901212,001,Customer 001,3047 Main Street,Bronx,NY,04/06/2026,Monday,40.82393494763585,-73.90903906592717,45,3.44,0.0,0.0,3.44,2
901213,003,Customer 003,7009 Main Street,Bronx,NY,04/06/2026,Monday,40.86555164559,-73.88702973397817,19,7.88,0.0,0.25,8.13,1
901214,005,Customer 005,5773 Main Street,Queens,NY,04/06/2026,Monday,40.69747391202919,-73.82905390354207,25,2.76,0.08,0.0,2.84,1
901215,015,Customer 015,4337 Main Street,Bronx,NY,04/06/2026,Monday,40.82239448550935,-73.91429829435131,21,0.49,0.0,0.0,0.49,1
901216,016,Customer 016,8325 Main Street,Bronx,NY,04/06/2026,Monday,40.854973107257365,-73.86437656576189,21,0.44,0.0,0.0,0.44,2
901217,018,Customer 018,3030 Main Street,Bronx,NY,04/06/2026,Monday,40.84297611177931,-73.84592385676613,31,3.91,0.0,0.0,3.91,1
901218,020,Customer 020,5623 Main Street,Queens,NY,04/06/2026,Monday,40.70811449489744,-73.79898444261066,32,0.49,0.0,0.0,0.49,1
901219,021,Customer 021,7554 Main Street,Brooklyn,NY,04/06/2026,Monday,40.68093339365346,-73.94670663597643,18,1.53,0.0,0.0,1.53,1
901220,034,Customer 034,4977 Main Street,Manhattan,NY,04/06/2026,Monday,40.768896755175966,-73.95610818925888,3,1.42,0.0,0.07,1.49,1
901221,045,Customer 045,4099 Main Street,Brooklyn,NY,04/06/2026,Monday,40.63550402142037,-74.13303054062014,Bronx,0.78,0.0,0.0,0.78,1
901226,069,Customer 069,4567 Main Street,Queens,NY,04/06/2026,Monday,40.68901703882041,-73.80356301377114,2,0.69,0.07,0.0,0.76,1
901222,056,Customer 056,5634 Main Street,Queens,NY,04/06/2026,Monday,40.7572560717902,-73.91514119505781,2,0.67,0.0,0.0,0.67,2
901223,059,Customer 059,1398 Main Street,Brooklyn,NY,04/06/2026,Monday,40.67755950741335,-73.91187495774679,6,0.41,0.18,0.0,0.59,1
901224,066,Customer 066,6231 Main Street,Brooklyn,NY,04/06/2026,Monday,40.66065294279969,-73.87876303673895,1,0.88,0.07,0.0,0.95,1
901225,067,Customer 067,3142 Main Street,Bronx,NY,04/06/2026,Monday,40.86604266971237,-73.92623623009767,14,0.7,0.0,0.0,0.7,1
901227,070,Customer 070,4601 Main Street,Brooklyn,NY,04/06/2026,Monday,40.67439672491399,-73.9226282137167,11,0.7,0.0,0.0,0.7,1
901228,076,Customer 076,7647 Main Street,Brooklyn,NY,04/06/2026,Monday,40.681777334052896,-73.87899490500013,10,0.53,0.07,0.0,0.6,1
901229,082,Customer 082,7668 Main Street,Bronx,NY,04/06/2026,Monday,40.869718152184745,-73.87892875884225,70,0.84,0.0,0.0,0.84,1
901230,084,Customer 084,6701 Main Street,Brooklyn,NY,04/06/2026,Monday,40.66480658774192,-73.9572281363883,15,0.58,0.19,0.0,0.77,1
901236,036,Customer 036,8347 Main Street,New York,NY,04/07/2026,Tuesday,40.80325822563249,-73.93591692391615,14,0.44,0.35,0.31,1.1,1
901232,013,Customer 013,4840 Main Street,New York,NY,04/07/2026,Tuesday,40.81574307418728,-73.9379714247544,14,0.63,0.0,0.0,0.63,2
901235,029,Customer 029,5573 Main Street,Bronx,NY,04/07/2026,Tuesday,40.853619797063494,-73.90831990645347,14,2.16,0.0,0.25,2.41,3
901245,067,Customer 067,2132 Main Street,Bronx,NY,04/07/2026,Tuesday,40.86604266971237,-73.92623623009767,14,0.96,0.0,0.0,0.96,4
901237,041,Customer 041,1590 Main Street,New York,NY,04/07/2026,Tuesday,40.759382235947626,-73.93895415268634,21,0.46,0.0,0.0,0.46,1
901233,015,Customer 015,6793 Main Street,Bronx,NY,04/07/2026,Tuesday,40.82239448550935,-73.91429829435131,21,0.57,0.0,0.0,0.57,2
901234,028,Customer 028,7463 Main Street,Queens,NY,04/07/2026,Tuesday,40.71519521264396,-73.74349772371512,2,0.49,0.0,0.0,0.49,1
901240,056,Customer 056,9996 Main Street,Queens,NY,04/07/2026,Tuesday,40.7572560717902,-73.91514119505781,2,0.98,0.0,0.0,0.98,2
901238,044,Customer 044,3262 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.685443993544496,-73.943950969423,73,0.58,0.0,0.0,0.58,1
901239,047,Customer 047,3373 Main Street,Manhattan,NY,04/07/2026,Tuesday,40.71773283828544,-73.98411846097412,3,0.6,0.0,0.0,0.6,1
901241,058,Customer 058,1244 Main Street,Manhattan,NY,04/07/2026,Tuesday,40.71874598664543,-73.98172887364404,3,0.6,0.03,0.0,0.63,2
901242,059,Customer 059,7803 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.67755950741335,-73.91187495774679,6,0.41,0.15,0.0,0.56,1
901244,063,Customer 063,6627 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.689007393638555,-73.9173641706466,10,2.7,0.0,0.25,2.95,1
901243,062,Customer 062,8851 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.689239848977614,-73.91777406506378,10,1.92,0.0,0.0,1.92,2
901246,081,Customer 081,4359 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.68024236564245,-73.93137158188019,17,1.07,0.0,0.0,1.07,1
901247,083,Customer 083,4610 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.63287188101084,-74.16028394578468,16,3.49,0.0,0.0,3.49,1
901248,084,Customer 084,3721 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.66480658774192,-73.9572281363883,15,0.64,0.19,0.0,0.83,1
901249,087,Customer 087,5092 Main Street,Brooklyn,NY,04/07/2026,Tuesday,40.66150707860249,-73.87346498223229,99,8.25,0.0,0.0,8.25,1
901250,089,Customer 089,2500 Main Street,Bronx,NY,04/07/2026,Tuesday,40.830728643622344,-73.89126472129591,33,6.34,0.0,0.0,6.34,1
901251,002,Customer 002,8567 Main Street,Queens,NY,04/08/2026,Wednesday,40.70595191172637,-73.75457110312014,25,0.61,0.05,0.0,0.66,1
901260,041,Customer 041,3334 Main Street,New York,NY,04/08/2026,Wednesday,40.759382235947626,-73.93895415268634,21,0.44,0.0,0.0,0.44,1
901252,015,Customer 015,5709 Main Street,Bronx,NY,04/08/2026,Wednesday,40.82239448550935,-73.91429829435131,21,0.6,0.35,0.0,0.95,2
901259,032,Customer 032,5060 Main Street,Bronx,NY,04/08/2026,Wednesday,40.853589534832395,-73.89464414584027,21,0.61,0.0,0.0,0.61,3
901253,018,Customer 018,3326 Main Street,Bronx,NY,04/08/2026,Wednesday,40.84297611177931,-73.84592385676613,31,4.41,0.0,0.0,4.41,1
901254,019,Customer 019,8687 Main Street,Manhattan,NY,04/08/2026,Wednesday,40.778836484045,-73.98329931044094,4,0.78,0.0,0.0,0.78,1
901255,021,Customer 021,5498 Main Street,Brooklyn,NY,04/08/2026,Wednesday,40.68093339365346,-73.94670663597643,18,1.32,0.35,0.0,1.67,1
901256,024,Customer 024,1017 Main Street,Bronx,NY,04/08/2026,Wednesday,40.896883630705474,-73.85135085346376,7,0.82,0.0,0.25,1.07,1
901257,025,Customer 025,3093 Main Street,Brooklyn,NY,04/08/2026,Wednesday,40.69835136729073,-73.9158925078441,8,0.81,0.0,0.0,0.81,1
901258,026,Customer 026,7572 Main Street,Queens,NY,04/08/2026,Wednesday,40.67584687606802,-73.85557337127459,73,4.08,0.0,0.0,4.08,1
901261,046,Customer 046,7352 Main Street,Manhattan,NY,04/08/2026,Wednesday,40.773204917119784,-73.95678092820883,3,1.24,0.0,0.0,1.24,1
901262,052,Customer 052,2992 Main Street,Bronx,NY,04/08/2026,Wednesday,40.84586642009279,-73.89820757611032,14,1.63,0.0,0.0,1.63,1
901264,067,Customer 067,7361 Main Street,Bronx,NY,04/08/2026,Wednesday,40.86604266971237,-73.92623623009767,14,0.78,0.0,0.0,0.78,2
901263,066,Customer 066,3029 Main Street,Brooklyn,NY,04/08/2026,Wednesday,40.66065294279969,-73.87876303673895,1,0.9,0.08,0.0,0.98,1
901265,082,Customer 082,2687 Main Street,Bronx,NY,04/08/2026,Wednesday,40.869718152184745,-73.87892875884225,70,0.78,0.0,0.0,0.78,1
901266,086,Customer 086,4513 Main Street,Bronx,NY,04/08/2026,Wednesday,40.85368960688969,-73.90929502876213,33,0.85,0.0,0.0,0.85,1
901267,004,Customer 004,2392 Main Street,New York,NY,04/09/2026,Thursday,40.81882756334608,-73.93725056647254,20,5.11,0.35,0.0,5.46,1
901268,005,Customer 005,3517 Main Street,Queens,NY,04/09/2026,Thursday,40.69747391202919,-73.82905390354207,25,3.06,0.08,0.0,3.14,1
901269,018,Customer 018,853 Main Street,Bronx,NY,04/09/2026,Thursday,40.84297611177931,-73.84592385676613,31,4.62,0.0,0.0,4.62,1
901270,023,Customer 023,1019 Main Street,Queens,NY,04/09/2026,Thursday,40.76091447600587,-73.88181045003793,5,1.37,0.0,0.04,1.41,1
901273,040,Customer 040,6018 Main Street,Queens,NY,04/09/2026,Thursday,40.76395482312956,-73.91128512522792,5,0.56,0.0,0.0,0.56,2
901271,030,Customer 030,2586 Main Street,Brooklyn,NY,04/09/2026,Thursday,40.63878496266752,-73.97263862633669,17,2.45,0.0,0.0,2.45,1
901272,039,Customer 039,1214 Main Street,Bronx,NY,04/09/2026,Thursday,40.84909985735391,-73.92113692416197,70,0.65,0.0,0.0,0.65,1
901274,049,Customer 049,2052 Main Street,Bronx,NY,04/09/2026,Thursday,40.84161725986629,-73.90132809233144,7,0.46,0.0,0.25,0.71,1
901275,050,Customer 050,8757 Main Street,Bronx,NY,04/09/2026,Thursday,40.88504380789946,-73.85462851943738,7,0.96,0.0,0.0,0.96,2
901276,056,Customer 056,4730 Main Street,Queens,NY,04/09/2026,Thursday,40.7572560717902,-73.91514119505781,2,0.94,0.0,0.0,0.94,1
901277,086,Customer 086,3790 Main Street,Bronx,NY,04/09/2026,Thursday,40.85368960688969,-73.90929502876213,33,0.62,0.0,0.25,0.87,1
901278,093,Customer 093,9551 Main Street,Queens,NY,04/09/2026,Thursday,40.692614111895054,-73.84437929166077,36,3.81,0.0,0.0,3.81,1
901279,005,Customer 005,5465 Main Street,Queens,NY,04/10/2026,Friday,40.69747391202919,-73.82905390354207,25,3.07,0.11,0.0,3.18,1
901280,006,Customer 006,2775 Main Street,Manhattan,NY,04/10/2026,Friday,40.80740818873632,-73.96565982955099,4,0.96,0.0,0.0,0.96,1
901281,007,Customer 007,5921 Main Street,Brooklyn,NY,04/10/2026,Friday,40.63116428754058,-73.96665280296365,15,3.16,0.0,0.0,3.16,1
901282,031,Customer 031,8405 Main Street,Bronx,NY,04/10/2026,Friday,40.85734534786821,-73.89474039555732,22,2.21,0.0,0.02,2.23,1
901283,036,Customer 036,5911 Main Street,New York,NY,04/10/2026,Friday,40.80325822563249,-73.93591692391615,14,0.58,0.0,0.45,1.03,1
901284,047,Customer 047,843 Main Street,Manhattan,NY,04/10/2026,Friday,40.71773283828544,-73.98411846097412,3,0.62,0.0,0.0,0.62,1
